nome_produto,categoria_produto,fabricante,preco,quantidade_estoque,data_compra,nome_cliente,faixa_etaria_cliente,genero_cliente,estado_residencia_cliente,meio_pagamento,em_promocao,desconto_maximo,frete_gratis,avaliacao_produto,quantidade_vendida
Produto_8560,Eletrônicos,Samsung,1144.2,166,2023-11-17,Ana,56-65,Feminino,RS,Boleto,False,0.0,True,2,10
Produto_9946,Vestuário,Samsung,995.21,1651,2024-10-26,Carla,18-25,Outro,SC,Boleto,False,0.0,True,1,10
Produto_3225,Eletrônicos,Apple,837.59,2116,2023-12-10,Maria,36-45,Feminino,RS,Pix,True,7.0,True,2,5
Produto_5896,Vestuário,LG,1044.52,799,2024-03-30,Fernanda,26-35,Masculino,SC,Boleto,True,8.2,False,4,9
Produto_1299,Eletrodomésticos,Panasonic,1050.89,4672,2024-04-06,Pedro,56-65,Feminino,PR,Pix,False,0.0,True,1,2
Produto_3324,Jogos,Acer,541.4,3887,2024-05-25,Paula,46-55,Masculino,PR,Boleto,False,0.0,False,1,9
Produto_4967,Eletrônicos,Philips,531.88,1426,2023-12-07,Carla,18-25,Outro,SC,Pix,False,0.0,False,3,8
Produto_4533,Eletrodomésticos,Brastemp,1033.22,422,2024-09-23,Thiago,46-55,Outro,SC,Boleto,False,0.0,False,4,3
Produto_9537,Brinquedos,Philips,823.43,4690,2024-06-26,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,True,4,8
Produto_7964,Beleza,Philips,943.31,3238,2024-01-15,Pedro,56-65,Feminino,PR,Transferência Bancária,False,0.0,True,1,3
Produto_7457,Vestuário,Microsoft,951.43,1090,2024-01-23,João,56-65,Feminino,MG,Boleto,False,0.0,False,3,1
Produto_2453,Eletrônicos,Apple,1196.26,1412,2024-09-23,Paula,46-55,Masculino,PR,Boleto,True,15.7,True,5,10
Produto_8387,Vestuário,Panasonic,689.02,1563,2024-09-13,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,False,1,10
Produto_5961,Vestuário,Apple,315.79,4408,2024-03-15,Carla,18-25,Outro,SC,Cartão de Crédito,False,0.0,False,5,10
Produto_9120,Móveis,Panasonic,210.79,4537,2024-10-01,Thiago,46-55,Outro,SC,Pix,False,0.0,True,2,7
Produto_4739,Beleza,Brastemp,1430.73,152,2024-02-13,Lucas,56-65,Masculino,CE,Pix,False,0.0,False,1,9
Produto_5337,Esportes,Apple,703.31,3326,2024-02-19,Pedro,56-65,Feminino,PR,Pix,False,0.0,True,4,5
Produto_6144,Eletrônicos,Panasonic,1414.9,2448,2024-09-16,Carla,18-25,Outro,SC,Boleto,True,21.9,True,2,2
Produto_8613,Eletrônicos,LG,1065.05,2161,2024-02-20,Lucas,56-65,Masculino,CE,Cartão de Crédito,False,0.0,False,2,6
Produto_1664,Jogos,Panasonic,1431.0,3576,2024-05-10,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,True,2,1
Produto_2581,Móveis,LG,906.13,341,2024-03-01,Lucas,56-65,Masculino,CE,Cartão de Crédito,True,14.6,False,3,7
Produto_5660,Eletrônicos,Acer,1443.41,673,2024-01-18,Ana,56-65,Feminino,RS,Boleto,False,0.0,True,5,10
Produto_1065,Móveis,Acer,705.43,984,2024-08-26,Thiago,46-55,Outro,SC,Boleto,True,18.2,True,2,9
Produto_7066,Beleza,LG,657.58,2154,2024-05-07,Maria,36-45,Feminino,RS,Pix,False,0.0,False,3,9
Produto_9690,Jogos,Acer,1318.63,4225,2024-06-20,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,True,1,4
Produto_3209,Esportes,LG,131.92,2097,2024-01-04,Thiago,46-55,Outro,SC,Transferência Bancária,True,29.4,False,5,2
Produto_7814,Móveis,Brastemp,1481.13,2552,2024-02-25,João,56-65,Feminino,MG,Pix,False,0.0,False,4,2
Produto_2065,Vestuário,Apple,1155.67,1228,2023-12-20,Thiago,46-55,Outro,SC,Boleto,False,0.0,True,2,2
Produto_5314,Eletrodomésticos,Apple,405.29,1786,2023-11-14,Pedro,56-65,Feminino,PR,Pix,True,28.6,True,5,6
Produto_6419,Eletrônicos,Apple,1348.62,3690,2024-04-22,Fernanda,26-35,Masculino,SC,Cartão de Crédito,False,0.0,False,1,6
Produto_1245,Jogos,Apple,863.51,4451,2024-09-24,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,False,2,3
Produto_2183,Eletrônicos,Philips,870.73,1025,2024-03-12,Paula,46-55,Masculino,PR,Boleto,False,0.0,False,1,4
Produto_5728,Vestuário,Philips,849.12,1913,2024-02-22,Paula,46-55,Masculino,PR,Pix,False,0.0,False,1,2
Produto_5766,Brinquedos,Acer,985.9,1951,2024-09-01,Lucas,56-65,Masculino,CE,Cartão de Crédito,False,0.0,True,2,10
Produto_8924,Beleza,Panasonic,417.56,3910,2024-10-11,Thiago,46-55,Outro,SC,Boleto,True,26.1,False,4,8
Produto_8378,Eletrônicos,Sony,1034.49,115,2024-01-28,Gabriel,18-25,Outro,RJ,Pix,True,7.8,False,2,9
Produto_8531,Jogos,Panasonic,1311.39,4757,2024-01-12,Pedro,56-65,Feminino,PR,Cartão de Crédito,True,15.6,True,2,1
Produto_5618,Vestuário,LG,752.58,2744,2024-06-17,Fernanda,26-35,Masculino,SC,Boleto,False,0.0,False,4,8
Produto_8180,Beleza,Brastemp,118.18,4502,2024-03-31,Lucas,56-65,Masculino,CE,Boleto,False,0.0,False,5,1
Produto_2235,Esportes,Samsung,1157.0,2302,2024-02-04,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,True,3,8
Produto_8575,Eletrodomésticos,Acer,762.62,4462,2024-07-03,Fernanda,26-35,Masculino,SC,Boleto,False,0.0,True,4,9
Produto_5459,Jogos,Sony,1090.23,2892,2024-10-27,Paula,46-55,Masculino,PR,Boleto,False,0.0,True,5,3
Produto_6489,Beleza,Panasonic,1383.22,3116,2024-03-09,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,True,1,9
Produto_4512,Jogos,Samsung,421.35,2763,2024-06-29,Carla,18-25,Outro,SC,Pix,False,0.0,False,4,10
Produto_5884,Vestuário,Nokia,552.63,745,2024-08-22,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,False,3,4
Produto_8684,Beleza,Samsung,1113.62,264,2024-02-02,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,True,1,5
Produto_3494,Esportes,Apple,546.19,3660,2024-02-20,Thiago,46-55,Outro,SC,Cartão de Crédito,True,12.9,True,5,4
Produto_7288,Esportes,Sony,1247.79,2141,2023-12-11,Carla,18-25,Outro,SC,Pix,False,0.0,True,1,4
Produto_1868,Jogos,Samsung,1394.06,2472,2024-01-28,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,False,2,4
Produto_1988,Eletrônicos,Microsoft,1398.77,1127,2024-09-11,Ana,56-65,Feminino,RS,Transferência Bancária,False,0.0,True,3,4
Produto_8871,Eletrônicos,Samsung,719.13,4898,2024-07-22,Gabriel,18-25,Outro,RJ,Boleto,True,28.8,False,4,2
Produto_8178,Eletrônicos,Philips,1069.99,2046,2024-09-18,Thiago,46-55,Outro,SC,Pix,False,0.0,False,3,9
Produto_1751,Móveis,Samsung,1142.69,1557,2024-02-02,Lucas,56-65,Masculino,CE,Cartão de Crédito,False,0.0,False,1,6
Produto_1295,Esportes,Nokia,330.75,2760,2024-05-06,Maria,36-45,Feminino,RS,Cartão de Crédito,False,0.0,True,2,9
Produto_4954,Jogos,Panasonic,132.62,3178,2024-02-02,João,56-65,Feminino,MG,Boleto,False,0.0,True,2,1
Produto_5238,Móveis,Panasonic,550.3,1522,2024-10-31,Maria,36-45,Feminino,RS,Pix,True,22.5,False,2,7
Produto_9545,Vestuário,LG,262.14,4980,2024-05-09,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,True,1,1
Produto_4903,Brinquedos,Panasonic,1374.62,4978,2023-12-20,Ana,56-65,Feminino,RS,Pix,True,29.2,False,3,7
Produto_1609,Móveis,Nokia,1344.7,4791,2024-08-07,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,True,3,8
Produto_1200,Jogos,Acer,1136.75,3885,2023-12-11,Carla,18-25,Outro,SC,Cartão de Crédito,False,0.0,False,3,3
Produto_9402,Eletrônicos,Microsoft,1034.75,3736,2024-02-02,Paula,46-55,Masculino,PR,Pix,False,0.0,True,1,3
Produto_1814,Vestuário,Philips,527.12,2110,2024-06-03,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,True,3,4
Produto_3066,Jogos,Panasonic,667.2,1878,2024-02-09,Thiago,46-55,Outro,SC,Boleto,False,0.0,False,2,10
Produto_5291,Esportes,Philips,666.64,38,2024-11-02,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,True,5,10
Produto_7960,Beleza,Acer,1125.02,3785,2024-03-22,Gabriel,18-25,Outro,RJ,Transferência Bancária,True,25.2,False,1,9
Produto_5230,Jogos,Philips,869.37,2355,2024-09-22,Lucas,56-65,Masculino,CE,Cartão de Crédito,True,15.7,True,3,8
Produto_7061,Móveis,Nokia,978.94,1301,2024-07-13,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,True,5,6
Produto_4332,Esportes,Brastemp,1146.77,547,2024-07-06,Pedro,56-65,Feminino,PR,Pix,True,11.8,False,3,7
Produto_9547,Eletrodomésticos,Nokia,538.84,3713,2023-12-26,Paula,46-55,Masculino,PR,Cartão de Crédito,True,19.7,True,5,1
Produto_2904,Vestuário,Apple,1040.29,377,2024-07-02,Pedro,56-65,Feminino,PR,Boleto,False,0.0,False,3,1
Produto_6131,Jogos,Samsung,431.43,626,2024-03-14,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,False,4,5
Produto_3914,Vestuário,Microsoft,1471.56,3217,2024-10-23,Thiago,46-55,Outro,SC,Boleto,True,24.3,False,4,3
Produto_3924,Beleza,Microsoft,1421.82,2221,2023-12-15,Carla,18-25,Outro,SC,Cartão de Crédito,False,0.0,True,5,5
Produto_9620,Beleza,Sony,908.96,4670,2024-10-08,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,False,5,2
Produto_7859,Jogos,Philips,340.95,1042,2024-03-04,Thiago,46-55,Outro,SC,Cartão de Crédito,True,16.9,False,3,6
Produto_9358,Eletrodomésticos,Nokia,1287.81,718,2024-08-14,Fernanda,26-35,Masculino,SC,Boleto,False,0.0,False,5,5
Produto_2148,Beleza,Nokia,640.09,4048,2024-01-28,Thiago,46-55,Outro,SC,Transferência Bancária,False,0.0,False,3,9
Produto_9937,Jogos,Philips,169.3,2776,2023-12-11,Ana,56-65,Feminino,RS,Transferência Bancária,True,18.5,False,4,6
Produto_8804,Eletrônicos,Brastemp,427.4,3989,2024-08-20,João,56-65,Feminino,MG,Boleto,False,0.0,False,4,8
Produto_1292,Eletrônicos,Philips,1086.66,4707,2023-12-14,Fernanda,26-35,Masculino,SC,Transferência Bancária,True,24.6,False,1,8
Produto_9655,Eletrodomésticos,Sony,285.11,1186,2024-07-24,Ana,56-65,Feminino,RS,Transferência Bancária,True,19.0,True,3,9
Produto_1415,Beleza,Philips,1041.12,2778,2024-04-07,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,False,4,5
Produto_1390,Eletrodomésticos,Acer,1369.56,4144,2024-09-10,Carla,18-25,Outro,SC,Cartão de Crédito,False,0.0,False,4,5
Produto_4709,Eletrônicos,Acer,1293.06,1809,2024-07-18,Fernanda,26-35,Masculino,SC,Pix,False,0.0,False,3,10
Produto_1388,Eletrônicos,Acer,1205.57,3986,2024-06-15,João,56-65,Feminino,MG,Pix,False,0.0,True,2,2
Produto_2261,Esportes,Nokia,99.73,1720,2024-03-16,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,False,4,10
Produto_2614,Eletrônicos,LG,536.71,3214,2024-07-12,Lucas,56-65,Masculino,CE,Pix,False,0.0,False,3,3
Produto_8935,Vestuário,Acer,604.13,4041,2024-03-28,Thiago,46-55,Outro,SC,Transferência Bancária,True,15.8,False,3,3
Produto_2422,Esportes,Nokia,162.16,2209,2024-10-06,Pedro,56-65,Feminino,PR,Boleto,False,0.0,False,3,6
Produto_7351,Móveis,Samsung,494.41,1785,2024-10-30,Paula,46-55,Masculino,PR,Boleto,True,7.2,True,5,8
Produto_6568,Beleza,Brastemp,978.39,1614,2024-01-11,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,True,5,4
Produto_1643,Vestuário,LG,859.21,20,2023-11-11,Fernanda,26-35,Masculino,SC,Pix,False,0.0,True,1,8
Produto_5238,Eletrodomésticos,Philips,1496.09,1810,2024-09-22,Pedro,56-65,Feminino,PR,Pix,False,0.0,False,3,9
Produto_1810,Esportes,Panasonic,360.63,1005,2023-12-02,Carla,18-25,Outro,SC,Boleto,False,0.0,False,4,10
Produto_9033,Brinquedos,Sony,1306.09,2390,2024-07-31,Carla,18-25,Outro,SC,Pix,False,0.0,True,1,3
Produto_5318,Brinquedos,Nokia,1235.95,1090,2023-11-07,Paula,46-55,Masculino,PR,Pix,False,0.0,False,2,8
Produto_8429,Móveis,Apple,276.68,2999,2023-12-02,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,True,3,5
Produto_9278,Eletrodomésticos,Philips,91.24,4429,2024-07-01,Pedro,56-65,Feminino,PR,Boleto,True,11.5,False,2,3
Produto_9836,Móveis,Philips,1030.2,3139,2023-12-20,Maria,36-45,Feminino,RS,Boleto,True,29.2,False,1,8
Produto_7246,Eletrodomésticos,Nokia,616.81,4445,2023-12-10,Pedro,56-65,Feminino,PR,Boleto,False,0.0,True,4,9
Produto_9646,Brinquedos,Acer,1125.63,2444,2024-09-09,Thiago,46-55,Outro,SC,Boleto,False,0.0,False,5,6
Produto_2744,Móveis,Nokia,688.25,958,2024-01-12,Maria,36-45,Feminino,RS,Boleto,False,0.0,True,2,2
Produto_2172,Vestuário,Panasonic,1177.1,877,2024-06-16,Ana,56-65,Feminino,RS,Pix,False,0.0,True,3,1
Produto_5111,Vestuário,Acer,58.7,3839,2024-04-03,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,True,3,2
Produto_7466,Eletrodomésticos,Nokia,1360.46,1781,2023-12-14,Fernanda,26-35,Masculino,SC,Transferência Bancária,True,15.8,False,3,9
Produto_7429,Jogos,Samsung,285.54,4659,2024-08-05,Pedro,56-65,Feminino,PR,Transferência Bancária,True,10.5,True,2,4
Produto_9869,Eletrodomésticos,Samsung,505.77,4723,2024-06-20,Fernanda,26-35,Masculino,SC,Pix,False,0.0,True,4,5
Produto_4062,Eletrônicos,Nokia,1277.55,403,2024-02-21,Lucas,56-65,Masculino,CE,Pix,False,0.0,False,3,3
Produto_9981,Beleza,Brastemp,1342.9,3777,2023-12-15,Thiago,46-55,Outro,SC,Boleto,False,0.0,True,5,1
Produto_5117,Jogos,Sony,1038.59,603,2024-01-22,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,False,5,10
Produto_4214,Eletrodomésticos,Panasonic,308.26,2331,2024-05-08,Carla,18-25,Outro,SC,Boleto,False,0.0,False,3,9
Produto_1999,Eletrônicos,Sony,622.42,704,2024-01-14,Fernanda,26-35,Masculino,SC,Cartão de Crédito,True,16.9,True,2,6
Produto_1001,Móveis,Microsoft,678.53,4618,2024-04-23,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,False,4,8
Produto_7884,Beleza,Samsung,302.17,3643,2024-06-28,Carla,18-25,Outro,SC,Boleto,False,0.0,False,4,10
Produto_4726,Eletrodomésticos,Nokia,1016.83,3564,2024-06-17,Fernanda,26-35,Masculino,SC,Transferência Bancária,False,0.0,False,4,7
Produto_7948,Esportes,Samsung,1432.65,2302,2024-08-11,Fernanda,26-35,Masculino,SC,Boleto,False,0.0,False,5,2
Produto_7209,Beleza,Sony,188.66,2572,2024-08-12,Fernanda,26-35,Masculino,SC,Transferência Bancária,False,0.0,False,4,8
Produto_3259,Jogos,Philips,1156.5,2405,2024-10-09,Carla,18-25,Outro,SC,Cartão de Crédito,False,0.0,True,4,7
Produto_5150,Esportes,Brastemp,1344.54,2760,2024-04-03,João,56-65,Feminino,MG,Boleto,False,0.0,False,5,2
Produto_7305,Jogos,Sony,1273.06,4510,2024-08-16,Ana,56-65,Feminino,RS,Pix,True,26.6,True,1,7
Produto_7820,Eletrodomésticos,Apple,1495.68,4850,2024-06-17,Maria,36-45,Feminino,RS,Transferência Bancária,True,28.6,True,4,1
Produto_6695,Jogos,Brastemp,1369.32,2755,2024-03-17,Ana,56-65,Feminino,RS,Transferência Bancária,False,0.0,True,4,6
Produto_1763,Beleza,Panasonic,863.43,3891,2023-12-16,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,False,1,7
Produto_7778,Jogos,Nokia,461.83,1456,2024-02-26,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,False,1,9
Produto_5451,Eletrônicos,Apple,1102.83,4774,2024-10-16,Pedro,56-65,Feminino,PR,Boleto,True,19.3,True,5,5
Produto_8390,Beleza,Philips,336.91,2946,2024-09-06,Thiago,46-55,Outro,SC,Transferência Bancária,False,0.0,True,4,5
Produto_8373,Eletrônicos,Nokia,359.06,1262,2024-01-13,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,False,2,2
Produto_7562,Brinquedos,LG,510.82,707,2024-02-09,Fernanda,26-35,Masculino,SC,Cartão de Crédito,False,0.0,False,2,9
Produto_8328,Brinquedos,Philips,1023.46,2486,2024-04-14,Lucas,56-65,Masculino,CE,Boleto,False,0.0,True,2,8
Produto_1444,Vestuário,Philips,515.13,2921,2024-01-07,Paula,46-55,Masculino,PR,Transferência Bancária,False,0.0,False,5,9
Produto_3180,Brinquedos,Brastemp,272.65,4789,2023-12-22,Lucas,56-65,Masculino,CE,Cartão de Crédito,True,5.6,True,1,9
Produto_9761,Vestuário,Philips,182.11,1222,2024-02-19,Paula,46-55,Masculino,PR,Transferência Bancária,False,0.0,False,3,3
Produto_7221,Jogos,Sony,420.75,3760,2024-01-22,Thiago,46-55,Outro,SC,Transferência Bancária,False,0.0,True,2,1
Produto_4092,Eletrodomésticos,LG,703.0,3512,2024-05-08,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,5,8
Produto_4908,Vestuário,Panasonic,716.26,1985,2024-09-16,Carla,18-25,Outro,SC,Boleto,False,0.0,False,3,3
Produto_9290,Eletrônicos,Brastemp,824.11,4632,2024-01-31,Gabriel,18-25,Outro,RJ,Boleto,True,25.1,False,1,8
Produto_9327,Móveis,LG,1420.46,4409,2024-11-01,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,True,5,5
Produto_6199,Jogos,Brastemp,1357.37,1638,2024-09-05,Fernanda,26-35,Masculino,SC,Transferência Bancária,False,0.0,True,3,8
Produto_2102,Móveis,LG,1319.51,3092,2024-07-27,Carla,18-25,Outro,SC,Pix,False,0.0,False,1,6
Produto_9097,Vestuário,LG,816.93,2342,2024-10-28,Maria,36-45,Feminino,RS,Boleto,False,0.0,False,1,7
Produto_7181,Brinquedos,Sony,908.45,1356,2024-07-11,Lucas,56-65,Masculino,CE,Boleto,False,0.0,True,4,7
Produto_1279,Eletrônicos,Brastemp,616.04,2536,2024-05-09,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,3,3
Produto_1118,Brinquedos,LG,1340.38,2191,2024-06-17,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,False,5,3
Produto_5333,Eletrônicos,Acer,1412.56,793,2024-08-02,Thiago,46-55,Outro,SC,Boleto,False,0.0,True,2,5
Produto_9181,Brinquedos,Nokia,283.83,640,2024-05-25,Gabriel,18-25,Outro,RJ,Cartão de Crédito,True,22.3,False,3,8
Produto_2237,Beleza,LG,553.73,1500,2024-08-06,Gabriel,18-25,Outro,RJ,Boleto,True,13.7,False,1,6
Produto_1048,Eletrônicos,Microsoft,155.92,3474,2024-01-14,Paula,46-55,Masculino,PR,Pix,False,0.0,True,1,3
Produto_2612,Esportes,Panasonic,1240.67,2485,2024-08-26,Thiago,46-55,Outro,SC,Pix,False,0.0,False,4,1
Produto_6355,Móveis,Panasonic,434.41,1757,2024-01-24,Gabriel,18-25,Outro,RJ,Transferência Bancária,True,28.4,True,3,9
Produto_7404,Brinquedos,Nokia,351.71,382,2024-07-28,Maria,36-45,Feminino,RS,Pix,False,0.0,True,4,1
Produto_3080,Jogos,Sony,428.0,4347,2024-01-08,João,56-65,Feminino,MG,Cartão de Crédito,True,8.5,True,1,1
Produto_2150,Esportes,Samsung,1448.24,2467,2023-12-17,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,False,3,4
Produto_6176,Eletrônicos,Samsung,1366.9,1888,2024-03-04,Fernanda,26-35,Masculino,SC,Cartão de Crédito,False,0.0,True,1,3
Produto_4300,Eletrônicos,Samsung,1280.59,4596,2024-09-04,Paula,46-55,Masculino,PR,Transferência Bancária,False,0.0,False,5,10
Produto_2644,Brinquedos,Acer,1052.32,1669,2024-05-13,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,True,4,5
Produto_5585,Brinquedos,Sony,127.02,3811,2024-09-14,Carla,18-25,Outro,SC,Cartão de Crédito,True,17.7,False,4,8
Produto_9120,Beleza,Panasonic,1245.54,4863,2024-04-16,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,True,1,4
Produto_9686,Eletrônicos,Philips,295.19,1021,2024-07-19,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,True,3,6
Produto_5120,Beleza,Brastemp,348.22,3257,2024-03-22,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,True,3,4
Produto_8846,Eletrodomésticos,LG,1133.58,466,2024-07-18,Thiago,46-55,Outro,SC,Boleto,True,6.2,False,5,7
Produto_6733,Vestuário,Philips,1478.25,403,2024-05-24,Paula,46-55,Masculino,PR,Pix,True,9.4,False,4,8
Produto_1751,Beleza,Nokia,184.28,43,2023-12-09,Fernanda,26-35,Masculino,SC,Transferência Bancária,False,0.0,True,4,6
Produto_1227,Esportes,Samsung,1322.51,3010,2024-05-16,Gabriel,18-25,Outro,RJ,Pix,True,13.5,False,2,5
Produto_4829,Eletrônicos,Microsoft,1367.91,3210,2024-02-09,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,True,3,9
Produto_9917,Eletrodomésticos,Nokia,424.78,1506,2024-07-22,Lucas,56-65,Masculino,CE,Pix,True,5.1,True,5,2
Produto_9990,Eletrônicos,Panasonic,120.97,1812,2024-06-25,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,True,1,6
Produto_5591,Jogos,Panasonic,1401.04,4686,2024-07-15,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,False,1,8
Produto_7656,Vestuário,LG,1127.77,2793,2024-10-26,Paula,46-55,Masculino,PR,Cartão de Crédito,True,20.0,False,5,4
Produto_8539,Beleza,Nokia,1321.96,4639,2024-04-14,João,56-65,Feminino,MG,Cartão de Crédito,True,13.9,False,3,2
Produto_8427,Eletrônicos,Sony,586.98,630,2024-10-07,Thiago,46-55,Outro,SC,Cartão de Crédito,True,11.0,False,5,2
Produto_1127,Móveis,Nokia,452.87,1287,2024-01-09,Maria,36-45,Feminino,RS,Cartão de Crédito,False,0.0,True,1,9
Produto_8633,Esportes,Brastemp,1031.62,2236,2023-11-06,Carla,18-25,Outro,SC,Pix,False,0.0,True,3,3
Produto_1830,Eletrônicos,Panasonic,1432.71,161,2024-05-17,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,True,3,7
Produto_2003,Esportes,Philips,912.77,2827,2024-09-04,Pedro,56-65,Feminino,PR,Pix,True,13.3,False,5,6
Produto_9302,Móveis,Sony,225.63,3276,2024-07-20,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,True,2,7
Produto_5245,Jogos,Sony,1265.34,4450,2023-12-07,Thiago,46-55,Outro,SC,Pix,False,0.0,True,1,5
Produto_2653,Jogos,Philips,739.94,4557,2023-12-09,Paula,46-55,Masculino,PR,Boleto,False,0.0,False,2,10
Produto_9125,Eletrônicos,Sony,1158.03,415,2023-12-31,João,56-65,Feminino,MG,Pix,False,0.0,True,3,8
Produto_2211,Eletrodomésticos,LG,1412.03,406,2024-03-13,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,False,2,5
Produto_3237,Jogos,Apple,70.76,620,2024-07-22,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,False,5,10
Produto_8862,Vestuário,Nokia,554.38,4974,2024-04-22,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,True,4,7
Produto_2043,Vestuário,Philips,637.54,4582,2023-12-31,Ana,56-65,Feminino,RS,Transferência Bancária,False,0.0,False,5,6
Produto_2711,Eletrodomésticos,Sony,1061.71,4865,2024-01-21,Ana,56-65,Feminino,RS,Boleto,True,18.3,True,2,1
Produto_9073,Esportes,Microsoft,557.61,3104,2024-09-20,Lucas,56-65,Masculino,CE,Cartão de Crédito,True,12.5,True,5,5
Produto_4756,Vestuário,Acer,656.26,3423,2024-01-11,Gabriel,18-25,Outro,RJ,Cartão de Crédito,True,22.2,False,1,9
Produto_4874,Eletrônicos,LG,1385.71,3364,2023-12-08,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,False,5,8
Produto_4571,Beleza,LG,375.18,2244,2024-08-03,Maria,36-45,Feminino,RS,Boleto,True,26.0,True,4,4
Produto_5809,Vestuário,Nokia,1143.87,1559,2024-03-13,Ana,56-65,Feminino,RS,Boleto,True,9.2,False,3,1
Produto_1881,Beleza,Panasonic,984.23,4275,2024-05-06,João,56-65,Feminino,MG,Boleto,False,0.0,True,2,7
Produto_4502,Móveis,Panasonic,1183.74,2869,2024-04-08,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,2,1
Produto_7501,Móveis,Sony,920.26,2988,2024-10-21,Carla,18-25,Outro,SC,Pix,False,0.0,False,3,5
Produto_4029,Beleza,LG,1386.43,2600,2024-07-08,João,56-65,Feminino,MG,Boleto,False,0.0,False,1,5
Produto_3364,Jogos,Samsung,336.2,3691,2024-07-21,João,56-65,Feminino,MG,Pix,True,8.2,False,2,10
Produto_7691,Esportes,Philips,329.81,1316,2024-10-26,Lucas,56-65,Masculino,CE,Boleto,False,0.0,False,2,10
Produto_4862,Vestuário,Nokia,234.88,820,2024-02-10,Paula,46-55,Masculino,PR,Transferência Bancária,False,0.0,False,3,7
Produto_3196,Brinquedos,LG,235.8,932,2024-08-14,Fernanda,26-35,Masculino,SC,Pix,False,0.0,False,3,6
Produto_9838,Jogos,Philips,732.41,4486,2024-06-15,Gabriel,18-25,Outro,RJ,Pix,True,29.3,True,2,1
Produto_9999,Eletrônicos,Philips,1440.26,1326,2024-08-08,Maria,36-45,Feminino,RS,Transferência Bancária,True,17.5,True,5,2
Produto_1468,Beleza,Sony,779.79,619,2024-09-21,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,False,3,8
Produto_9419,Eletrônicos,Brastemp,144.58,4066,2024-03-01,Gabriel,18-25,Outro,RJ,Pix,False,0.0,True,5,3
Produto_4255,Eletrodomésticos,LG,111.38,1227,2024-04-03,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,5,9
Produto_3520,Jogos,Apple,873.32,4368,2024-02-04,Carla,18-25,Outro,SC,Boleto,True,25.4,True,3,9
Produto_8525,Eletrodomésticos,Microsoft,673.49,3750,2023-12-28,Ana,56-65,Feminino,RS,Boleto,False,0.0,True,4,1
Produto_1558,Beleza,Microsoft,497.64,105,2024-01-29,Ana,56-65,Feminino,RS,Pix,True,13.9,False,2,4
Produto_1688,Vestuário,Nokia,1308.6,25,2023-11-16,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,False,1,10
